,Unnamed: 0,Date,PitcherID,Pitcher,G,GS,IP,H,K,BB,R,HR,Outs,GS2
2893,2893,4/22/2024,544150,Albert Su\xc3\xa1rez,1,1,5.2,4,5,2,0,0,17.0,67.0
2895,2895,4/22/2024,624133,Ranger Su\xc3\xa1rez,1,1,7.0,2,5,1,0,0,21.0,81.0
2904,2904,4/22/2024,677960,Ryan Weathers,1,1,5.2,6,1,3,3,1,17.0,42.0
2908,2908,4/22/2024,676775,Keaton Winn,1,1,6.0,4,6,1,1,1,18.0,63.0
2909,2909,4/23/2024,671096,Andrew Abbott,1,1,4.1,2,3,4,1,0,13.0,54.0
2922,2922,4/23/2024,621112,Paul Blackburn,1,1,6.0,5,5,0,4,1,18.0,53.0
2925,2925,4/23/2024,656288,Griffin Canning,1,1,5.0,5,4,2,3,0,15.0,51.0
2928,2928,4/23/2024,571578,Patrick Corbin,1,1,5.1,3,3,3,0,0,16.0,63.0
2934,2934,4/23/2024,641540,Dane Dunning,1,1,4.1,4,7,3,4,2,13.0,35.0
2937,2937,4/23/2024,663559,Bailey Falter,1,1,7.0,3,8,2,1,1,21.0,71.0
2939,2939,4/23/2024,607200,Erick Fedde,1,1,6.0,3,11,0,1,0,18.0,78.0
2940,2940,4/23/2024,663372,Ryan Feltner,1,1,4.0,10,4,2,4,0,12.0,32.0
2943,2943,4/23/2024,641585,J.P. France,1,1,5.0,5,6,4,5,2,15.0,31.0
2944,2944,4/23/2024,608331,Max Fried,1,1,9.0,3,6,0,0,0,27.0,94.0
2948,2948,4/23/2024,592332,Kevin Gausman,1,1,6.2,7,2,1,0,0,20.0,66.0
2949,2949,4/23/2024,669302,Logan Gilbert,1,1,6.2,2,6,4,0,0,20.0,74.0
2952,2952,4/23/2024,674072,Tommy Henry,1,1,6.0,5,6,1,1,1,18.0,61.0
2955,2955,4/23/2024,656557,Tanner Houck,1,1,6.0,5,4,3,2,0,18.0,58.0
2960,2960,4/23/2024,650633,Michael King,1,1,3.2,8,5,3,4,1,11.0,27.0
2971,2971,4/23/2024,594902,Ben Lively,1,1,6.1,5,7,0,1,1,19.0,66.0
2972,2972,4/23/2024,641154,Pablo L\xc3\xb3pez,1,1,4.0,4,6,2,3,1,12.0,43.0
2973,2973,4/23/2024,628317,Kenta Maeda,1,1,5.0,3,5,0,0,0,15.0,69.0
2978,2978,4/23/2024,571927,Steven Matz,1,1,4.1,6,4,3,7,1,13.0,25.0
2986,2986,4/23/2024,668964,Tobias Myers,1,1,5.0,4,4,1,1,1,15.0,55.0
2989,2989,4/23/2024,572020,James Paxton,1,1,4.2,5,1,3,1,0,14.0,50.0
2991,2991,4/23/2024,686752,Ryan Pepiot,1,1,6.0,3,4,2,1,1,18.0,61.0
2997,2997,4/23/2024,680570,Grayson Rodriguez,1,1,4.1,11,7,1,7,1,13.0,22.0
2998,2998,4/23/2024,669432,Trevor Rogers,1,1,5.2,7,4,1,3,1,17.0,47.0
3000,3000,4/23/2024,650911,Cristopher S\xc3\xa1nchez,1,1,3.0,4,3,3,1,0,9.0,44.0
3005,3005,4/23/2024,622663,Luis Severino,1,1,6.0,5,5,0,3,0,18.0,62.0
3011,3011,4/23/2024,573186,Marcus Stroman,1,1,5.1,7,9,1,3,2,16.0,44.0
3017,3017,4/23/2024,608379,Michael Wacha,1,1,4.1,8,4,3,2,0,13.0,42.0
3018,3018,4/23/2024,657277,Logan Webb,1,1,8.0,6,4,1,0,0,24.0,78.0
3020,3020,4/23/2024,696136,Jordan Wicks,1,1,6.0,5,4,0,2,1,18.0,58.0
3028,3028,4/24/2024,542881,Tyler Anderson,1,1,5.0,4,7,4,2,1,15.0,49.0
3029,3029,4/24/2024,542888,Shawn Armstrong,1,1,1.0,1,2,1,1,0,3.0,41.0
3030,3030,4/24/2024,681293,Spencer Arrighetti,1,1,3.2,7,7,2,4,1,11.0,33.0
3034,3034,4/24/2024,621389,Ty Blach,1,1,5.0,5,0,2,4,0,15.0,44.0
3036,3036,4/24/2024,671212,Joe Boyle,1,1,3.0,3,6,4,2,1,9.0,38.0
3041,3041,4/24/2024,471911,Carlos Carrasco,1,1,5.0,9,4,1,5,3,15.0,21.0
3047,3047,4/24/2024,681867,Cooper Criswell,1,1,5.0,3,3,0,0,0,15.0,67.0
3048,3048,4/24/2024,676979,Garrett Crochet,1,1,4.0,7,6,2,5,1,12.0,31.0
3056,3056,4/24/2024,656427,Jack Flaherty,1,1,5.0,7,6,0,4,1,15.0,44.0
3057,3057,4/24/2024,676596,Josh Fleming,1,1,2.1,1,1,2,0,0,7.0,49.0
3063,3063,4/24/2024,502043,Kyle Gibson,1,1,6.0,5,6,2,1,0,18.0,65.0
3064,3064,4/24/2024,592351,Jon Gray,1,1,4.2,7,7,1,1,0,14.0,56.0
3073,3073,4/24/2024,663623,Jake Irvin,1,1,4.2,12,3,1,6,0,14.0,27.0
3083,3083,4/24/2024,689017,Landon Knack,1,1,6.0,3,5,3,2,1,18.0,57.0
3084,3084,4/24/2024,665152,Dean Kremer,1,1,5.1,3,10,1,2,1,16.0,62.0
3089,3089,4/24/2024,666157,Nick Lodolo,1,1,5.0,6,4,3,3,0,15.0,47.0
3090,3090,4/24/2024,625643,Reynaldo L\xc3\xb3pez,1,1,7.0,3,6,2,1,1,21.0,69.0
3091,3091,4/24/2024,640455,Sean Manaea,1,1,4.2,4,6,4,0,0,14.0,58.0
3092,3092,4/24/2024,679525,Alec Marsh,1,1,4.1,2,1,2,0,0,13.0,59.0
3096,3096,4/24/2024,682243,Bryce Miller,1,1,4.0,4,5,4,2,2,12.0,35.0
3103,3103,4/24/2024,656756,Jordan Montgomery,1,1,7.0,7,4,1,3,0,21.0,61.0
3118,3118,4/24/2024,684320,Yariel Rodr\xc3\xadguez,1,1,4.0,6,2,2,3,0,12.0,41.0
3122,3122,4/24/2024,657746,Joe Ryan,1,1,6.0,4,8,1,3,2,18.0,53.0
3124,3124,4/24/2024,664350,Sixto S\xc3\xa1nchez,1,1,2.2,5,3,1,3,0,8.0,38.0
3126,3126,4/24/2024,657376,Clarke Schmidt,1,1,5.1,4,6,2,3,1,16.0,51.0
3139,3139,4/24/2024,592791,Jameson Taillon,1,1,5.2,7,4,2,1,0,17.0,57.0
3140,3140,4/24/2024,605513,Spencer Turnbull,1,1,5.0,3,8,3,1,1,15.0,57.0
3144,3144,4/24/2024,663362,Matt Waldron,1,1,6.0,4,5,3,1,1,18.0,58.0
3145,3145,4/24/2024,676254,Ryan Walker,1,1,1.0,1,2,0,0,0,3.0,46.0
3149,3149,4/24/2024,669060,Bryse Wilson,1,1,4.1,3,3,3,2,1,13.0,45.0
3155,3155,4/25/2024,502624,Chase Anderson,1,1,1.2,3,0,3,5,2,5.0,11.0
3156,3156,4/25/2024,665871,Javier Assad,1,1,5.2,4,5,1,1,0,17.0,66.0
3161,3161,4/25/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,5.0,3,1,3,2,1,15.0,47.0
3165,3165,4/25/2024,622491,Luis Castillo,1,1,6.0,4,6,2,2,2,18.0,52.0
3169,3169,4/25/2024,641482,Nestor Cortes,1,1,7.0,5,4,0,3,2,21.0,55.0
3176,3176,4/25/2024,669022,MacKenzie Gore,1,1,6.0,7,4,2,1,1,18.0,53.0
3177,3177,4/25/2024,571760,Andrew Heaney,1,1,6.0,5,7,0,4,2,18.0,49.0
3181,3181,4/25/2024,641712,Dakota Hudson,1,1,3.1,6,4,4,6,1,10.0,20.0
3185,3185,4/25/2024,656605,Mitch Keller,1,1,5.0,6,7,2,4,1,15.0,43.0
3194,3194,4/25/2024,607259,Nick Martinez,1,1,6.0,11,3,0,5,1,18.0,36.0
3198,3198,4/25/2024,663474,Triston McKenzie,1,1,4.0,6,7,2,2,0,12.0,49.0
3209,3209,4/25/2024,642547,Freddy Peralta,1,1,4.2,5,5,5,5,1,14.0,32.0
3212,3212,4/25/2024,666142,Cole Ragans,1,1,5.0,3,4,3,1,0,15.0,59.0
3219,3219,4/25/2024,647336,Michael Soroka,1,1,5.0,4,1,2,2,2,15.0,41.0
3225,3225,4/25/2024,681190,Randy V\xc3\xa1squez,1,1,2.2,6,2,2,4,1,8.0,24.0
3226,3226,4/25/2024,434378,Justin Verlander,1,1,4.1,3,7,4,0,0,13.0,59.0
3231,3231,4/25/2024,554430,Zack Wheeler,1,1,6.0,1,8,4,0,0,18.0,74.0
3234,3234,4/25/2024,622072,Alex Wood,1,1,5.2,8,5,2,1,1,17.0,50.0
3235,3235,4/25/2024,680573,Simeon Woods Richardson,1,1,5.0,7,6,1,2,0,15.0,54.0
3236,3236,4/25/2024,808967,Yoshinobu Yamamoto,1,1,6.0,4,7,1,0,0,18.0,73.0
3238,3238,4/26/2024,671106,Logan Allen,1,1,4.2,5,5,2,3,0,14.0,50.0
3239,3239,4/26/2024,668933,Graham Ashcraft,1,1,6.1,7,3,0,1,1,19.0,58.0
3242,3242,4/26/2024,605135,Chris Bassitt,1,1,2.2,9,4,3,7,2,8.0,3.0
3247,3247,4/26/2024,669203,Corbin Burnes,1,1,6.0,3,6,3,1,1,18.0,61.0
3248,3248,4/26/2024,676130,Jos\xc3\xa9 Butt\xc3\xb3,1,1,5.2,4,4,3,4,2,17.0,40.0
3254,3254,4/26/2024,676710,Kutter Crawford,1,1,6.0,10,4,0,3,0,18.0,51.0
3257,3257,4/26/2024,621107,Zach Eflin,1,1,6.0,9,4,2,4,1,18.0,40.0
3258,3258,4/26/2024,543135,Nathan Eovaldi,1,1,6.0,3,8,5,1,0,18.0,65.0
3263,3263,4/26/2024,623167,Chris Flexen,1,1,5.0,2,2,3,0,0,15.0,62.0
3264,3264,4/26/2024,668678,Zac Gallen,1,1,5.0,3,3,1,3,2,15.0,44.0
3266,3266,4/26/2024,661563,Luis Gil,1,1,5.0,7,6,2,5,2,15.0,31.0
3267,3267,4/26/2024,676106,Emerson Hancock,1,1,6.0,2,4,2,1,1,18.0,63.0
3268,3268,4/26/2024,690986,Kyle Harrison,1,1,6.0,5,7,0,0,0,18.0,73.0
3275,3275,4/26/2024,684007,Shota Imanaga,1,1,6.1,5,7,1,1,1,19.0,64.0
3292,3292,4/26/2024,607625,Seth Lugo,1,1,7.0,3,9,2,0,0,21.0,81.0
3293,3293,4/26/2024,687424,Anthony Maldonado,1,1,3.0,3,2,0,0,0,9.0,54.0
3300,3300,4/26/2024,571945,Miles Mikolas,1,1,5.2,7,5,0,2,1,17.0,53.0
3305,3305,4/26/2024,605397,Joe Musgrove,1,1,3.2,8,4,2,7,4,11.0,1.0
3307,3307,4/26/2024,605400,Aaron Nola,1,1,8.0,7,10,1,3,1,24.0,67.0
3308,3308,4/26/2024,641927,Bailey Ober,1,1,7.1,3,8,3,2,0,22.0,74.0
3309,3309,4/26/2024,681857,Reese Olson,1,1,7.0,3,8,3,1,0,21.0,75.0
3312,3312,4/26/2024,682990,Quinn Priester,1,1,6.0,3,6,1,0,0,18.0,74.0
3315,3315,4/26/2024,607067,Colin Rea,1,1,6.0,4,4,3,5,3,18.0,33.0
3321,3321,4/26/2024,519242,Chris Sale,1,1,7.0,2,6,1,1,1,21.0,73.0
3322,3322,4/26/2024,663776,Patrick Sandoval,1,1,5.2,9,4,0,3,1,17.0,45.0
3329,3329,4/26/2024,694813,Gavin Stone,1,1,7.0,2,2,2,1,1,21.0,67.0
3332,3332,4/26/2024,548389,Ross Stripling,1,1,5.2,6,3,0,2,1,17.0,53.0
3343,3343,4/26/2024,592866,Trevor Williams,1,1,5.0,5,1,2,1,0,15.0,54.0
3356,3356,4/27/2024,676440,Tanner Bibee,1,1,7.0,2,9,0,0,0,21.0,87.0
3358,3358,4/27/2024,669854,Ronel Blanco,1,1,5.2,5,8,2,2,1,17.0,56.0
3363,3363,4/27/2024,676962,Ben Brown,1,1,3.2,7,4,0,3,1,11.0,37.0
3364,3364,4/27/2024,665795,Edward Cabrera,1,1,4.1,4,4,2,5,1,13.0,37.0
3366,3366,4/27/2024,686563,Jonathan Cannon,1,1,5.0,8,5,2,4,2,15.0,31.0
3367,3367,4/27/2024,656302,Dylan Cease,1,1,6.0,6,5,3,5,1,18.0,42.0
3368,3368,4/27/2024,677944,Slade Cecconi,1,1,6.0,3,8,1,1,0,18.0,73.0
3371,3371,4/27/2024,650644,Aaron Civale,1,1,4.1,8,3,0,6,1,13.0,29.0
3389,3389,4/27/2024,607192,Tyler Glasnow,1,1,6.0,2,9,3,1,0,18.0,72.0
3390,3390,4/27/2024,543243,Sonny Gray,1,1,6.0,4,9,3,1,1,18.0,62.0
3391,3391,4/27/2024,668881,Hunter Greene,1,1,7.0,1,6,1,0,0,21.0,84.0
3394,3394,4/27/2024,663855,Jordan Hicks,1,1,6.0,5,9,0,1,0,18.0,72.0
3397,3397,4/27/2024,605288,Adrian Houser,1,1,4.1,9,2,2,6,0,13.0,28.0
3399,3399,4/27/2024,608344,Cole Irvin,1,1,7.0,4,5,0,0,0,21.0,79.0
3408,3408,4/27/2024,579328,Yusei Kikuchi,1,1,6.0,9,3,0,4,0,18.0,49.0
3410,3410,4/27/2024,669923,George Kirby,1,1,7.0,2,12,1,0,0,21.0,88.0
3416,3416,4/27/2024,547179,Michael Lorenzen,1,1,6.0,6,3,1,5,1,18.0,44.0
3422,3422,4/27/2024,663554,Casey Mize,1,1,5.0,6,2,0,2,0,15.0,54.0
3425,3425,4/27/2024,450203,Charlie Morton,1,1,7.0,4,6,1,0,0,21.0,78.0
3428,3428,4/27/2024,663978,Chris Paddack,1,1,5.0,8,2,1,4,1,15.0,36.0
3429,3429,4/27/2024,680730,Mitchell Parker,1,1,4.0,6,2,2,1,0,12.0,47.0
3431,3431,4/27/2024,527048,Mart\xc3\xadn P\xc3\xa9rez,1,1,6.0,4,4,2,0,0,18.0,68.0
3433,3433,4/27/2024,615698,Cal Quantrill,1,1,5.0,6,2,2,6,2,15.0,26.0
3437,3437,4/27/2024,607074,Carlos Rod\xc3\xb3n,1,1,6.0,2,8,1,1,1,18.0,69.0
3442,3442,4/27/2024,605452,Joe Ross,1,1,5.0,8,5,3,6,1,15.0,29.0
3446,3446,4/27/2024,676664,JP Sears,1,1,6.1,8,8,1,7,3,19.0,29.0
3447,3447,4/27/2024,663903,Brady Singer,1,1,5.0,4,6,3,1,0,15.0,59.0
3449,3449,4/27/2024,667755,Jos\xc3\xa9 Soriano,1,1,1.2,3,1,3,4,0,5.0,27.0
3455,3455,4/27/2024,624133,Ranger Su\xc3\xa1rez,1,1,8.0,3,8,0,1,1,24.0,81.0
3465,3465,4/27/2024,670174,Josh Winckowski,1,1,3.0,3,1,0,0,0,9.0,53.0
3468,3468,4/28/2024,671096,Andrew Abbott,1,1,5.1,6,7,0,4,2,16.0,43.0
3480,3480,4/28/2024,621112,Paul Blackburn,1,1,4.0,7,5,1,6,3,12.0,17.0
3485,3485,4/28/2024,571578,Patrick Corbin,1,1,4.0,8,4,2,4,1,12.0,30.0
3491,3491,4/28/2024,672282,Reid Detmers,1,1,5.0,9,3,0,5,0,15.0,40.0
3494,3494,4/28/2024,641540,Dane Dunning,1,1,5.1,3,10,0,1,0,16.0,73.0
3495,3495,4/28/2024,693821,Bryce Elder,1,1,5.1,4,2,4,2,0,16.0,52.0
3497,3497,4/28/2024,607200,Erick Fedde,1,1,8.1,7,9,0,2,1,25.0,73.0
3507,3507,4/28/2024,592332,Kevin Gausman,1,1,7.0,5,5,0,1,1,21.0,68.0
3508,3508,4/28/2024,669302,Logan Gilbert,1,1,6.1,4,9,1,2,1,19.0,65.0
3510,3510,4/28/2024,596295,Austin Gomber,1,1,7.0,6,2,0,4,3,21.0,42.0
3512,3512,4/28/2024,675627,Michael Grove,1,1,2.0,4,3,0,3,1,6.0,32.0
3518,3518,4/28/2024,656557,Tanner Houck,1,1,6.2,4,9,0,1,0,20.0,78.0
3522,3522,4/28/2024,683003,Jared Jones,1,1,5.0,6,3,1,3,2,15.0,38.0
3525,3525,4/28/2024,650633,Michael King,1,1,5.1,6,6,3,6,3,16.0,24.0
3534,3534,4/28/2024,641793,Zack Littell,1,1,6.0,8,6,0,2,0,18.0,60.0
3535,3535,4/28/2024,594902,Ben Lively,1,1,4.1,4,5,2,1,0,13.0,56.0
3536,3536,4/28/2024,641154,Pablo L\xc3\xb3pez,1,1,5.0,4,8,1,4,2,15.0,44.0
3538,3538,4/28/2024,458681,Lance Lynn,1,1,5.0,5,3,3,1,1,15.0,48.0
3553,3553,4/28/2024,668964,Tobias Myers,1,1,5.0,5,5,0,4,2,15.0,41.0
3561,3561,4/28/2024,694297,Brandon Pfaadt,1,1,6.0,5,11,0,2,1,18.0,65.0
3563,3563,4/28/2024,500779,Jose Quintana,1,1,8.0,3,3,1,1,0,24.0,80.0
3574,3574,4/28/2024,669373,Tarik Skubal,1,1,7.0,4,6,1,1,0,21.0,75.0
3579,3579,4/28/2024,573186,Marcus Stroman,1,1,4.0,6,4,5,4,1,12.0,28.0
3580,3580,4/28/2024,544150,Albert Su\xc3\xa1rez,1,1,4.0,7,6,1,4,1,12.0,36.0
3586,3586,4/28/2024,664285,Framber Valdez,1,1,5.0,5,6,0,2,0,15.0,60.0
3588,3588,4/28/2024,608379,Michael Wacha,1,1,5.2,9,3,0,4,2,17.0,35.0
3590,3590,4/28/2024,592836,Taijuan Walker,1,1,6.1,8,4,2,6,2,19.0,32.0
3591,3591,4/28/2024,677960,Ryan Weathers,1,1,4.0,5,3,3,6,1,12.0,27.0
3594,3594,4/28/2024,669713,Hayden Wesneski,1,1,4.0,5,3,1,1,0,12.0,52.0
3596,3596,4/28/2024,676775,Keaton Winn,1,1,6.0,3,5,1,1,0,18.0,70.0
3605,3605,4/29/2024,680742,Jonathan Bowlan,1,1,2.2,6,3,3,4,3,8.0,11.0
3606,3606,4/29/2024,671212,Joe Boyle,1,1,5.0,1,4,4,1,0,15.0,61.0
3609,3609,4/29/2024,656288,Griffin Canning,1,1,5.0,3,1,5,4,0,15.0,43.0
3615,3615,4/29/2024,676979,Garrett Crochet,1,1,5.0,2,7,1,2,1,15.0,59.0
3623,3623,4/29/2024,663559,Bailey Falter,1,1,5.0,6,5,0,5,1,15.0,42.0
3627,3627,4/29/2024,608331,Max Fried,1,1,6.0,0,7,2,0,0,18.0,79.0
3628,3628,4/29/2024,674072,Tommy Henry,1,1,4.0,5,0,2,2,0,12.0,44.0
3633,3633,4/29/2024,663623,Jake Irvin,1,1,6.0,4,3,0,2,1,18.0,59.0
3646,3646,4/29/2024,666157,Nick Lodolo,1,1,7.0,1,11,2,1,1,21.0,78.0
3652,3652,4/29/2024,682243,Bryce Miller,1,1,7.0,2,10,1,1,0,21.0,83.0
3658,3658,4/29/2024,572020,James Paxton,1,1,5.0,6,4,5,4,0,15.0,40.0
3660,3660,4/29/2024,686752,Ryan Pepiot,1,1,6.0,2,7,0,0,0,18.0,79.0
3665,3665,4/29/2024,680570,Grayson Rodriguez,1,1,5.2,5,3,3,0,0,17.0,61.0
3666,3666,4/29/2024,684320,Yariel Rodr\xc3\xadguez,1,1,3.2,6,1,3,2,0,11.0,39.0
3667,3667,4/29/2024,669432,Trevor Rogers,1,1,5.0,4,3,3,3,1,15.0,44.0
3668,3668,4/29/2024,657746,Joe Ryan,1,1,6.0,6,3,1,2,0,18.0,59.0
3670,3670,4/29/2024,650911,Cristopher S\xc3\xa1nchez,1,1,5.0,7,1,2,4,1,15.0,35.0
3673,3673,4/29/2024,657376,Clarke Schmidt,1,1,5.2,3,5,3,1,1,17.0,58.0
3675,3675,4/29/2024,622663,Luis Severino,1,1,8.0,1,5,2,1,0,24.0,84.0
3680,3680,4/29/2024,592791,Jameson Taillon,1,1,7.1,4,1,1,1,1,22.0,66.0
3684,3684,4/29/2024,663362,Matt Waldron,1,1,6.0,6,4,0,4,1,18.0,50.0
3685,3685,4/29/2024,669060,Bryse Wilson,1,1,6.0,4,6,2,1,0,18.0,67.0
3689,3689,4/30/2024,641302,Tyler Alexander,1,1,4.0,6,3,2,3,0,12.0,42.0
3692,3692,4/30/2024,542881,Tyler Anderson,1,1,6.0,5,6,2,3,1,18.0,53.0
3693,3693,4/30/2024,665871,Javier Assad,1,1,5.0,5,1,0,1,0,15.0,58.0
3700,3700,4/30/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,7.0,5,3,1,2,1,21.0,61.0
3703,3703,4/30/2024,686613,Hunter Brown,1,1,5.1,5,7,2,6,2,16.0,35.0
3706,3706,4/30/2024,471911,Carlos Carrasco,1,1,4.0,6,3,2,8,2,12.0,15.0
3707,3707,4/30/2024,622491,Luis Castillo,1,1,7.0,3,7,1,0,0,21.0,81.0
3711,3711,4/30/2024,641482,Nestor Cortes,1,1,6.0,8,5,2,4,0,18.0,49.0
3713,3713,4/30/2024,681867,Cooper Criswell,1,1,5.0,2,4,1,0,0,15.0,68.0
3715,3715,4/30/2024,506433,Yu Darvish,1,1,5.0,3,3,0,0,0,15.0,67.0
3722,3722,4/30/2024,663372,Ryan Feltner,1,1,8.0,5,3,0,3,0,24.0,72.0
3724,3724,4/30/2024,656427,Jack Flaherty,1,1,6.2,2,14,1,0,0,20.0,88.0
3733,3733,4/30/2024,502043,Kyle Gibson,1,1,7.0,4,9,2,1,1,21.0,70.0
3735,3735,4/30/2024,669022,MacKenzie Gore,1,1,5.0,5,7,1,2,0,15.0,59.0
3736,3736,4/30/2024,592351,Jon Gray,1,1,8.0,3,3,0,1,0,24.0,82.0
3745,3745,4/30/2024,676714,Brandon Hughes,1,1,1.0,1,2,0,0,0,3.0,46.0
3748,3748,4/30/2024,656605,Mitch Keller,1,1,5.0,5,7,2,3,1,15.0,48.0
3751,3751,4/30/2024,689017,Landon Knack,1,1,5.0,4,2,1,1,1,15.0,53.0
3753,3753,4/30/2024,665152,Dean Kremer,1,1,7.0,4,4,4,2,2,21.0,52.0
3762,3762,4/30/2024,625643,Reynaldo L\xc3\xb3pez,1,1,5.0,6,7,2,3,1,15.0,46.0
3763,3763,4/30/2024,640455,Sean Manaea,1,1,5.0,3,3,4,1,0,15.0,56.0
3764,3764,4/30/2024,666159,Matt Manning,1,1,4.2,7,7,2,4,1,14.0,39.0
3768,3768,4/30/2024,607259,Nick Martinez,1,1,5.0,6,3,1,3,0,15.0,50.0
3770,3770,4/30/2024,571927,Steven Matz,1,1,3.1,7,1,2,4,1,10.0,25.0
3785,3785,4/30/2024,642547,Freddy Peralta,1,1,5.1,1,7,0,2,1,16.0,65.0
3788,3788,4/30/2024,666142,Cole Ragans,1,1,6.2,4,9,3,1,0,20.0,72.0
3796,3796,4/30/2024,664350,Sixto S\xc3\xa1nchez,1,1,4.0,7,3,0,5,1,12.0,32.0
3804,3804,4/30/2024,647336,Michael Soroka,1,1,4.1,3,3,2,2,0,13.0,53.0
3812,3812,4/30/2024,605513,Spencer Turnbull,1,1,5.1,4,6,0,2,1,16.0,58.0
3817,3817,4/30/2024,657277,Logan Webb,1,1,3.2,9,4,3,4,0,11.0,30.0
3823,3823,4/30/2024,622072,Alex Wood,1,1,4.0,4,4,4,2,1,12.0,40.0
3824,3824,4/30/2024,680573,Simeon Woods Richardson,1,1,3.2,7,2,2,1,0,11.0,43.0
3830,3830,5/1/2024,668933,Graham Ashcraft,1,1,6.0,5,4,2,0,0,18.0,66.0
3833,3833,5/1/2024,605135,Chris Bassitt,1,1,6.0,4,4,1,3,0,18.0,61.0
3838,3838,5/1/2024,669203,Corbin Burnes,1,1,6.0,4,6,1,2,1,18.0,60.0
3839,3839,5/1/2024,676130,Jos\xc3\xa9 Butt\xc3\xb3,1,1,6.0,4,6,2,1,0,18.0,67.0
3844,3844,5/1/2024,676710,Kutter Crawford,1,1,7.0,4,6,2,2,1,21.0,64.0
3849,3849,5/1/2024,621107,Zach Eflin,1,1,5.2,6,6,0,3,1,17.0,53.0
3853,3853,5/1/2024,623167,Chris Flexen,1,1,5.0,4,4,2,2,1,15.0,50.0
3857,3857,5/1/2024,661563,Luis Gil,1,1,6.1,2,5,1,0,0,19.0,77.0
3859,3859,5/1/2024,676106,Emerson Hancock,1,1,3.2,5,4,4,1,0,11.0,45.0
3861,3861,5/1/2024,571760,Andrew Heaney,1,1,7.0,4,4,0,1,0,21.0,75.0
3867,3867,5/1/2024,641712,Dakota Hudson,1,1,5.2,5,2,2,2,0,17.0,56.0
3870,3870,5/1/2024,684007,Shota Imanaga,1,1,7.0,3,7,1,0,0,21.0,81.0
3888,3888,5/1/2024,607625,Seth Lugo,1,1,7.0,2,8,2,1,1,21.0,73.0
3889,3889,5/1/2024,628317,Kenta Maeda,1,1,6.0,4,5,0,1,1,18.0,64.0
3894,3894,5/1/2024,663474,Triston McKenzie,1,1,7.0,5,6,1,2,1,21.0,64.0
3896,3896,5/1/2024,571945,Miles Mikolas,1,1,6.0,6,4,0,3,1,18.0,53.0
3897,3897,5/1/2024,669062,Erik Miller,1,1,1.0,0,1,2,0,0,3.0,43.0
3902,3902,5/1/2024,656756,Jordan Montgomery,1,1,3.0,6,1,3,6,2,9.0,11.0
3903,3903,5/1/2024,682610,Roddery Mu\xc3\xb1oz,1,1,6.0,3,7,2,1,0,18.0,70.0
3904,3904,5/1/2024,605397,Joe Musgrove,1,1,6.0,4,9,0,2,1,18.0,65.0
3906,3906,5/1/2024,641927,Bailey Ober,1,1,6.0,6,3,0,4,1,18.0,49.0
3912,3912,5/1/2024,682990,Quinn Priester,1,1,6.0,5,3,4,2,2,18.0,43.0
3915,3915,5/1/2024,607067,Colin Rea,1,1,6.0,4,5,2,0,0,18.0,69.0
3920,3920,5/1/2024,519242,Chris Sale,1,1,5.0,6,9,0,1,0,15.0,64.0
3921,3921,5/1/2024,663776,Patrick Sandoval,1,1,5.0,4,10,2,2,0,15.0,62.0
3930,3930,5/1/2024,548389,Ross Stripling,1,1,6.0,3,2,0,0,0,18.0,72.0
3936,3936,5/1/2024,434378,Justin Verlander,1,1,7.0,6,2,3,2,1,21.0,54.0
3944,3944,5/1/2024,554430,Zack Wheeler,1,1,5.0,5,6,1,1,1,15.0,55.0
3946,3946,5/1/2024,592866,Trevor Williams,1,1,5.0,5,3,4,0,0,15.0,55.0
3948,3948,5/1/2024,808967,Yoshinobu Yamamoto,1,1,6.0,5,5,2,0,0,18.0,67.0
3950,3950,5/2/2024,671106,Logan Allen,1,1,5.2,7,5,1,2,1,17.0,51.0
3952,3952,5/2/2024,681293,Spencer Arrighetti,1,1,5.2,4,6,3,2,0,17.0,60.0
3962,3962,5/2/2024,680694,Kyle Bradish,1,1,4.2,4,5,2,1,0,14.0,58.0
3963,3963,5/2/2024,676962,Ben Brown,1,1,4.2,3,5,5,2,0,14.0,51.0
3964,3964,5/2/2024,665795,Edward Cabrera,1,1,4.0,3,9,4,4,1,12.0,41.0
3969,3969,5/2/2024,543135,Nathan Eovaldi,1,1,5.1,2,8,2,0,0,16.0,72.0
3972,3972,5/2/2024,690986,Kyle Harrison,1,1,5.0,3,7,5,1,0,15.0,58.0
3974,3974,5/2/2024,605288,Adrian Houser,1,1,5.0,4,2,4,4,1,15.0,38.0
3976,3976,5/2/2024,663567,Peter Lambert,1,1,3.1,5,3,3,4,1,10.0,29.0
3988,3988,5/2/2024,680730,Mitchell Parker,1,1,5.1,6,5,2,3,0,16.0,52.0
3991,3991,5/2/2024,607074,Carlos Rod\xc3\xb3n,1,1,4.0,8,6,0,6,3,12.0,18.0
4002,4002,5/2/2024,670174,Josh Winckowski,1,1,4.1,2,0,2,1,1,13.0,49.0
4011,4011,5/3/2024,676440,Tanner Bibee,1,1,5.0,8,4,1,6,2,15.0,26.0
4013,4013,5/3/2024,669854,Ronel Blanco,1,1,6.0,5,6,2,3,2,18.0,47.0
4021,4021,5/3/2024,656302,Dylan Cease,1,1,6.2,3,8,0,1,0,20.0,79.0
