,Date,PitcherID,Pitcher,G,GS,IP,H,K,BB,R,HR
4947,5/11/2024,573009,Joe Mantiply,1,0,1,0,0,0,0,0
4948,5/11/2024,455119,Chris Martin,1,0,1,0,0,0,0,0
4949,5/11/2024,664208,Phil Maton,1,0,1,0,0,0,0,0
4950,5/11/2024,663474,Triston McKenzie,1,1,6.2,4,5,3,1,0
4951,5/11/2024,607644,John Means,1,1,4.2,6,3,0,4,1
4952,5/11/2024,683232,Nick Mears,1,0,1,1,2,0,0,0
4953,5/11/2024,656730,Trevor Megill,1,0,1,2,0,0,0,0
4954,5/11/2024,682243,Bryce Miller,1,1,6,5,9,2,2,0
4955,5/11/2024,669062,Erik Miller,1,0,1,0,0,1,0,0
4956,5/11/2024,571946,Shelby Miller,1,0,0.2,0,0,0,0,0
4957,5/11/2024,571948,Hoby Milner,1,0,1,1,1,0,0,0
4958,5/11/2024,670970,Adri\xc3\xa1n Morej\xc3\xb3n,1,0,0.1,0,0,2,2,0
4959,5/11/2024,669194,Ryne Nelson,1,1,4.2,10,3,0,3,1
4960,5/11/2024,693312,Kyle Nicolas,1,0,0.2,0,2,3,4,0
4961,5/11/2024,595345,Steven Okert,1,0,0.1,1,0,1,0,0
4962,5/11/2024,572020,James Paxton,1,1,6,4,4,0,0,0
4963,5/11/2024,642547,Freddy Peralta,1,1,6,8,8,1,3,0
4964,5/11/2024,647315,Zach Pop,1,0,1,2,0,0,1,1
4965,5/11/2024,666142,Cole Ragans,1,1,6.1,8,3,1,7,1
4966,5/11/2024,656887,Sean Reid-Foley,1,0,2,0,2,0,0,0
4967,5/11/2024,670950,Trevor Richards,1,0,2,0,2,0,0,0
4968,5/11/2024,502085,David Robertson,1,0,0,2,0,1,4,0
4969,5/11/2024,573124,Taylor Rogers,1,0,0.2,0,2,0,0,0
4970,5/11/2024,643511,Tyler Rogers,1,0,1,1,1,0,0,0
4971,5/11/2024,605447,Jordan Romano,1,0,1,1,2,0,0,0
4972,5/11/2024,668941,JoJo Romero,1,0,1.1,0,1,0,0,0
4973,5/11/2024,614179,Jos\xc3\xa9 Ruiz,1,0,1,2,2,0,2,1
4974,5/11/2024,663485,Cole Sands,1,0,1.1,3,1,0,3,1
4975,5/11/2024,642701,Dennis Santana,1,0,1,2,1,1,3,0
4976,5/11/2024,669422,Matt Sauer,1,0,1,0,1,1,0,0
4977,5/11/2024,681035,Christian Scott,1,1,6,6,8,2,3,1
4978,5/11/2024,605463,Tayler Scott,1,0,0.2,0,1,0,0,0
4979,5/11/2024,623149,Paul Sewald,1,0,1,1,1,1,0,0
4980,5/11/2024,694363,Jared Shuster,1,0,2,0,2,1,0,0
4981,5/11/2024,694973,Paul Skenes,1,1,4,6,7,2,3,1
4982,5/11/2024,669373,Tarik Skubal,1,1,6.1,7,7,2,2,0
4983,5/11/2024,686580,Justin Slaten,1,0,0.2,0,0,1,0,0
4984,5/11/2024,572143,Burch Smith,1,0,1.1,4,3,1,3,0
4985,5/11/2024,671922,Cade Smith,1,0,0.1,1,0,0,0,0
4986,5/11/2024,666277,George Soriano,1,0,1.2,2,1,0,0,0
4987,5/11/2024,642100,Gabe Speier,1,0,1,1,2,2,2,0
4988,5/11/2024,687765,Mitch Spence,1,0,1,1,0,0,0,0
4989,5/11/2024,592773,Ryne Stanek,1,0,1,1,0,0,1,0
4990,5/11/2024,622251,Josh Staumont,1,0,1.1,1,0,0,0,0
4991,5/11/2024,657006,Justin Steele,1,1,4,6,3,2,6,3
4992,5/11/2024,621381,Matt Strahm,1,0,1,1,2,0,0,0
4993,5/11/2024,676702,Hunter Stratton,1,0,1,0,1,0,0,0
4994,5/11/2024,519326,Hunter Strickland,1,0,1,1,1,0,0,0
4995,5/11/2024,608718,Brent Suter,1,0,1,2,2,0,1,0
4996,5/11/2024,657024,Erik Swanson,1,0,1,0,1,0,0,0
4997,5/11/2024,573204,Caleb Thielbar,1,0,0.1,1,0,2,0,0
4998,5/11/2024,624522,Keegan Thompson,1,0,1,2,2,2,3,1
4999,5/11/2024,657044,Ryan Thompson,1,0,1.1,0,1,0,0,0
5000,5/11/2024,543859,Michael Tonkin,1,0,1,0,2,1,0,0
5001,5/11/2024,681402,Gus Varland,1,0,1,0,1,0,0,0
5002,5/11/2024,663362,Matt Waldron,1,1,5.1,2,6,2,2,1
5003,5/11/2024,676254,Ryan Walker,1,0,1,2,1,0,0,0
5004,5/11/2024,592836,Taijuan Walker,1,1,6,8,4,1,1,1
5005,5/11/2024,668390,Cole Winn,1,0,1.1,3,1,0,1,0
5006,5/11/2024,680573,Simeon Woods Richardson,1,1,4.1,8,2,1,5,2
5007,5/11/2024,642232,Ryan Yarbrough,1,0,1,2,0,0,0,0
5008,5/12/2024,641302,Tyler Alexander,1,1,7,7,3,2,6,3
5009,5/12/2024,671106,Logan Allen,1,1,6,6,3,1,0,0
5010,5/12/2024,621237,Jos\xc3\xa9 Alvarado,1,0,1,0,0,0,0,0
5011,5/12/2024,640470,Adbert Alzolay,1,0,1,1,0,1,1,1
5012,5/12/2024,542888,Shawn Armstrong,1,0,0.2,3,1,0,3,1
5013,5/12/2024,670280,David Bednar,1,0,1,1,1,1,0,0
5014,5/12/2024,656222,Jalen Beeks,1,0,1,2,0,0,0,0
5015,5/12/2024,678394,Brayan Bello,1,1,5,4,1,2,2,1
5016,5/12/2024,669622,Anthony Bender,1,0,1,0,1,2,0,0
5017,5/12/2024,621389,Ty Blach,1,1,5,7,2,0,1,0
5018,5/12/2024,675989,Cody Bolton,1,0,1,1,1,1,2,1
5019,5/12/2024,592155,Cam Booser,1,0,1,0,1,0,0,0
5020,5/12/2024,621199,Matt Bowman,1,0,2,0,1,1,0,0
5021,5/12/2024,605155,Colten Brewer,1,0,1,1,2,1,0,0
5022,5/12/2024,621111,Walker Buehler,1,1,3.1,5,2,2,3,2
5023,5/12/2024,607481,Aaron Bummer,1,0,1,0,2,2,0,0
5024,5/12/2024,595897,Nick Burdi,1,0,0,0,0,2,1,0
5025,5/12/2024,622491,Luis Castillo,1,1,6,7,8,0,2,2
5026,5/12/2024,547973,Aroldis Chapman,1,0,0.2,3,0,2,1,1
5027,5/12/2024,445926,Jesse Chavez,1,0,1,1,0,0,0,0
5028,5/12/2024,622503,Nabil Crismatt,1,0,2,1,2,0,0,0
5029,5/12/2024,518585,Fernando Cruz,1,0,1,0,2,0,0,0
5030,5/12/2024,506433,Yu Darvish,1,1,7,2,7,1,0,0
5031,5/12/2024,664747,Alexis D\xc3\xadaz,1,0,1,0,0,1,0,0
5032,5/12/2024,621242,Edwin D\xc3\xadaz,1,0,1,0,1,0,0,0
5033,5/12/2024,518617,Jake Diekman,1,0,0.2,0,0,1,0,0
5034,5/12/2024,666808,Camilo Doval,1,0,1.1,1,2,1,0,0
5035,5/12/2024,661395,Jhoan Dur\xc3\xa1n,1,0,1,0,0,0,0,0
5036,5/12/2024,693821,Bryce Elder,1,1,5.1,7,6,0,2,0
5037,5/12/2024,663559,Bailey Falter,1,1,6,5,1,2,2,1
5038,5/12/2024,676534,Calvin Faucher,1,0,1,0,0,0,0,0
5039,5/12/2024,657571,Caleb Ferguson,1,0,0.1,3,1,1,4,1
5040,5/12/2024,621053,Tyler Ferguson,1,0,1,0,1,2,0,0
5041,5/12/2024,656427,Jack Flaherty,1,1,6.2,7,7,0,3,1
5042,5/12/2024,571670,Dylan Floro,1,0,1,1,0,0,0,0
5043,5/12/2024,608334,Carson Fulmer,1,0,1,0,1,0,0,0
5044,5/12/2024,681892,Kody Funderburk,1,0,1.2,0,1,0,0,0
5045,5/12/2024,683769,Hunter Gaddis,1,0,1,0,0,1,0,0
5046,5/12/2024,668678,Zac Gallen,1,1,6,4,4,2,2,1
5047,5/12/2024,607237,Amir Garrett,1,0,1,0,2,0,0,0
5048,5/12/2024,666129,Braxton Garrett,1,1,5.1,5,8,2,5,1
5049,5/12/2024,657585,Reed Garrett,1,0,2,1,3,1,0,0
5050,5/12/2024,661563,Luis Gil,1,1,6,3,3,2,0,0
5051,5/12/2024,669022,MacKenzie Gore,1,1,6,6,9,2,2,0
5052,5/12/2024,641656,Ian Hamilton,1,0,1,2,2,0,1,1
5053,5/12/2024,690986,Kyle Harrison,1,1,5,3,5,5,3,0
5054,5/12/2024,664854,Ryan Helsley,1,0,1,0,2,0,0,0
5055,5/12/2024,543294,Kyle Hendricks,1,1,5,2,5,4,1,1
5056,5/12/2024,656529,Sam Hentges,1,0,1,0,1,0,0,0
5057,5/12/2024,642546,Jonathan Hern\xc3\xa1ndez,1,0,1,0,1,3,0,0
5058,5/12/2024,657612,Tim Hill,1,0,0.1,1,0,2,0,0
5059,5/12/2024,663546,Sean Hjelle,1,0,1.2,2,1,0,1,0
5060,5/12/2024,656546,Jeff Hoffman,1,0,1,0,1,1,0,0
5061,5/12/2024,592426,Luke Jackson,1,0,1,0,2,1,0,0
5062,5/12/2024,445276,Kenley Jansen,1,0,1,1,0,0,0,0
5063,5/12/2024,641745,Brad Keller,1,0,3.1,0,3,1,0,0
5064,5/12/2024,677161,Zack Kelly,1,0,1,0,0,2,0,0
5065,5/12/2024,689147,Orion Kerkering,1,0,1,0,1,0,0,0
5066,5/12/2024,641755,Tyler Kinley,1,0,1,0,0,1,0,0
5067,5/12/2024,552640,Andrew Kittredge,1,0,0.2,0,1,0,0,0
5068,5/12/2024,657649,Jared Koenig,1,0,2,3,2,0,1,0
5069,5/12/2024,665152,Dean Kremer,1,1,5.2,4,10,4,3,1
5070,5/12/2024,656638,Alex Lange,1,0,0.2,5,0,2,4,0
5071,5/12/2024,656641,Jacob Latz,1,0,0.1,1,0,1,1,0
5072,5/12/2024,571882,Derek Law,1,0,1,0,2,0,0,0
5073,5/12/2024,669276,Dylan Lee,1,0,0.2,0,1,0,0,0
5074,5/12/2024,643410,Mark Leiter Jr.,1,0,1.2,0,2,0,0,0
5075,5/12/2024,663992,Richard Lovelady,1,0,0.1,2,0,0,1,0
5076,5/12/2024,607625,Seth Lugo,1,1,8,5,12,0,1,0
5077,5/12/2024,666201,Alek Manoah,1,1,7,4,6,1,0,1
5078,5/12/2024,455119,Chris Martin,1,0,1,0,1,0,0,0
5079,5/12/2024,679885,Justin Martinez,1,0,1,0,0,1,0,0
5080,5/12/2024,607259,Nick Martinez,1,0,1.1,1,1,0,0,0
5081,5/12/2024,661527,Seth Martinez,1,0,2,4,2,1,3,1
5082,5/12/2024,663704,James McArthur,1,0,1,1,0,0,1,1
5083,5/12/2024,519008,T.J. McFarland,1,0,1,0,0,1,0,0
5084,5/12/2024,571945,Miles Mikolas,1,1,6,6,3,3,3,0
5085,5/12/2024,571948,Hoby Milner,1,0,1,0,1,0,0,0
5086,5/12/2024,621345,A.J. Minter,1,0,0.1,2,0,0,2,1
5087,5/12/2024,593423,Frankie Montas,1,1,4.2,7,3,1,4,1
5088,5/12/2024,666205,Kyle Muller,1,0,4,4,5,0,3,2
5089,5/12/2024,662253,Andr\xc3\xa9s Mu\xc3\xb1oz,1,0,1,1,0,0,0,0
5090,5/12/2024,677053,Andrew Nardi,1,0,0.2,1,1,0,1,0
5091,5/12/2024,593576,H\xc3\xa9ctor Neris,1,0,1,2,1,1,0,0
5092,5/12/2024,693312,Kyle Nicolas,1,0,0.1,0,0,0,0,0
5093,5/12/2024,641927,Bailey Ober,1,1,6.1,1,10,0,0,0
5094,5/12/2024,682847,Luis Ortiz,1,0,2,0,1,1,0,0
5095,5/12/2024,493603,Adam Ottavino,1,0,0.1,1,0,1,1,0
5096,5/12/2024,641941,Emilio Pag\xc3\xa1n,1,0,0.2,0,1,1,0,0
5097,5/12/2024,663878,Nate Pearson,1,0,1,0,2,0,0,0
5098,5/12/2024,665625,Elvis Peguero,1,0,1,2,1,0,1,0
5099,5/12/2024,593974,Wandy Peralta,1,0,1,2,1,0,0,0
5100,5/12/2024,672335,Cionel P\xc3\xa9rez,1,0,0.1,3,1,1,3,0
5101,5/12/2024,541640,Erasmo Ram\xc3\xadrez,1,0,1.1,1,0,1,1,1
5102,5/12/2024,668941,JoJo Romero,1,0,1.1,1,2,0,0,0
5103,5/12/2024,680704,Nick Sandlin,1,0,1,0,1,1,0,0
5104,5/12/2024,663776,Patrick Sandoval,1,1,6,11,3,0,4,0
5105,5/12/2024,663485,Cole Sands,1,0,0,1,0,1,1,0
5106,5/12/2024,656945,Tanner Scott,1,0,2,0,1,2,0,0
5107,5/12/2024,622663,Luis Severino,1,1,5,4,4,3,2,1
5108,5/12/2024,608371,Lucas Sims,1,0,0,1,0,0,0,0
5109,5/12/2024,647336,Michael Soroka,1,1,5.1,4,4,1,4,2
5110,5/12/2024,642397,Gregory Soto,1,0,0,1,0,1,0,0
5111,5/12/2024,621381,Matt Strahm,1,0,1,0,3,0,0,0
5112,5/12/2024,519326,Hunter Strickland,1,0,1,0,2,0,0,0
5113,5/12/2024,544150,Albert Su\xc3\xa1rez,1,0,3,1,3,0,0,0
5114,5/12/2024,663158,Robert Suarez,1,0,1,0,1,0,0,0
5115,5/12/2024,657024,Erik Swanson,1,0,1,2,1,1,2,0
5116,5/12/2024,605513,Spencer Turnbull,1,0,1,1,2,0,0,0
5117,5/12/2024,570632,Jos\xc3\xa9 Ure\xc3\xb1a,1,1,6.2,6,3,1,2,1
5118,5/12/2024,681402,Gus Varland,1,0,1,3,1,0,1,1
5119,5/12/2024,434378,Justin Verlander,1,1,7,2,8,2,0,0
5120,5/12/2024,681911,Alex Vesia,1,0,1,0,0,0,0,0
5121,5/12/2024,676684,Will Vest,1,0,1.2,3,0,0,1,0
5122,5/12/2024,600986,Thyago Vieira,1,0,1,1,0,2,0,0
5123,5/12/2024,680767,Victor Vodnik,1,0,2,0,1,1,0,0
5124,5/12/2024,608723,Austin Voth,1,0,1,0,0,0,0,0
5125,5/12/2024,676254,Ryan Walker,1,0,1,4,1,0,1,1
5126,5/12/2024,596133,Luke Weaver,1,0,1.2,0,2,0,0,0
5127,5/12/2024,666214,Joey Wentz,1,0,0,3,0,1,1,0
5128,5/12/2024,554430,Zack Wheeler,1,1,4,6,2,3,6,1
5129,5/12/2024,669060,Bryse Wilson,1,1,4,5,1,5,2,1
5130,5/12/2024,458677,Justin Wilson,1,0,1,0,1,0,0,0
5131,5/12/2024,622072,Alex Wood,1,1,2,4,1,1,1,1
5132,5/12/2024,642232,Ryan Yarbrough,1,0,0.2,0,0,0,0,0
5133,5/13/2024,650556,Bryan Abreu,1,0,1,0,2,1,0,0
5134,5/13/2024,592094,Jason Adam,1,0,1,0,3,1,0,0
5135,5/13/2024,669211,Keegan Akin,1,0,0.2,0,0,1,0,0
5136,5/13/2024,621237,Jos\xc3\xa9 Alvarado,1,0,1,0,0,0,0,0
5137,5/13/2024,502624,Chase Anderson,1,0,1,0,1,0,0,0
5138,5/13/2024,681293,Spencer Arrighetti,1,1,5,5,5,2,2,0
5139,5/13/2024,668933,Graham Ashcraft,1,1,4,7,3,3,3,2
5140,5/13/2024,670280,David Bednar,1,0,1,0,1,0,0,0
5141,5/13/2024,656222,Jalen Beeks,1,0,1,0,0,3,0,0
5142,5/13/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,7,3,4,1,2,2
5143,5/13/2024,676440,Tanner Bibee,1,1,5.1,3,4,2,0,0
5144,5/13/2024,656234,Jake Bird,1,0,0.1,1,0,2,1,1
5145,5/13/2024,669203,Corbin Burnes,1,1,6,6,2,2,1,0
5146,5/13/2024,666974,Yennier Cano,1,0,0.1,1,0,2,1,1
5147,5/13/2024,643256,Adam Cimber,1,0,0.2,3,0,0,3,1
5148,5/13/2024,661403,Emmanuel Clase,1,0,1,0,2,0,0,0
5149,5/13/2024,664076,Garrett Cleavinger,1,0,1,1,3,0,0,0
5150,5/13/2024,543056,Danny Coulombe,1,0,0.2,0,0,0,0,0
5151,5/13/2024,676710,Kutter Crawford,1,1,6,7,6,1,4,0
5152,5/13/2024,518585,Fernando Cruz,1,0,1,1,2,3,1,0
5153,5/13/2024,664747,Alexis D\xc3\xadaz,1,0,0.1,1,0,2,2,0
5154,5/13/2024,621242,Edwin D\xc3\xadaz,1,0,1,2,2,2,2,1
5155,5/13/2024,622554,Seranthony Dom\xc3\xadnguez,1,0,0.2,1,0,2,1,0
5156,5/13/2024,666808,Camilo Doval,1,0,1,0,2,0,0,0
5157,5/13/2024,608648,Tyler Duffey,1,0,1,0,1,0,0,0
5158,5/13/2024,621107,Zach Eflin,1,1,5,6,2,0,3,1
5159,5/13/2024,669093,Jeremiah Estrada,1,0,1,0,2,0,0,0
5160,5/13/2024,656412,Alex Faedo,1,0,2.1,3,4,0,2,1
5161,5/13/2024,676534,Calvin Faucher,1,0,1,0,1,0,0,0
5162,5/13/2024,681676,Ryan Fernandez,1,0,0,2,0,1,1,0
5163,5/13/2024,656420,J.P. Feyereisen,1,0,1,0,1,1,0,0
5164,5/13/2024,676596,Josh Fleming,1,0,1,5,1,1,5,1
5165,5/13/2024,671345,Jason Foley,1,0,1,0,2,0,0,0
5166,5/13/2024,683769,Hunter Gaddis,1,0,1,0,1,0,0,0
5167,5/13/2024,472610,Luis Garc\xc3\xada,1,0,0.2,1,1,2,1,0
5168,5/13/2024,554340,Yimi Garc\xc3\xada,1,0,1,0,3,0,0,0
5169,5/13/2024,656464,Kevin Ginkel,1,0,1,2,1,1,2,0
5170,5/13/2024,675627,Michael Grove,1,0,1,0,2,0,0,0
5171,5/13/2024,682120,Tim Herrin,1,0,1,1,2,0,0,0
5172,5/13/2024,663855,Jordan Hicks,1,1,5,7,4,0,2,1
5173,5/13/2024,641712,Dakota Hudson,1,1,5.2,3,3,3,3,2
5174,5/13/2024,543339,Daniel Hudson,1,0,1,0,2,0,0,0
5175,5/13/2024,684007,Shota Imanaga,1,1,5,7,8,3,0,0
5176,5/13/2024,592426,Luke Jackson,1,0,1,1,2,1,1,0
5177,5/13/2024,656605,Mitch Keller,1,1,6,8,7,0,0,0
5178,5/13/2024,687330,Kevin Kelly,1,0,2,1,0,0,0,0
5179,5/13/2024,689147,Orion Kerkering,1,0,1,0,1,0,0,0
5180,5/13/2024,678061,Ray Kerr,1,0,2,0,3,0,0,0
5181,5/13/2024,518886,Craig Kimbrel,1,0,1,0,2,0,0,0
5182,5/13/2024,667463,John King,1,0,1.2,0,0,0,0,0
5183,5/13/2024,669923,George Kirby,1,1,7,3,6,0,0,0
5184,5/13/2024,552640,Andrew Kittredge,1,0,0.1,0,1,0,0,0
5185,5/13/2024,656641,Jacob Latz,1,0,0.2,2,0,2,1,0
5186,5/13/2024,664875,Justin Lawrence,1,0,2,0,1,3,0,0
5187,5/13/2024,681517,Kyle Leahy,1,0,2.2,0,3,0,0,0
5188,5/13/2024,600917,Jos\xc3\xa9 Leclerc,1,0,0.1,2,1,1,3,0
5189,5/13/2024,669276,Dylan Lee,1,0,1,2,1,0,0,0
5190,5/13/2024,669461,Matthew Liberatore,1,1,3.1,5,1,2,4,1
5191,5/13/2024,605347,Jorge L\xc3\xb3pez,1,0,0.1,2,0,0,1,0
5192,5/13/2024,625643,Reynaldo L\xc3\xb3pez,1,1,5,2,4,2,0,0
5193,5/13/2024,547179,Michael Lorenzen,1,1,7,2,4,4,0,0
5194,5/13/2024,687922,Easton Lucas,1,0,1.1,3,0,1,3,0
5195,5/13/2024,687424,Anthony Maldonado,1,0,0.2,3,2,0,3,1
5196,5/13/2024,640455,Sean Manaea,1,1,6,4,6,1,1,0
5197,5/13/2024,666159,Matt Manning,1,1,5.2,9,5,1,3,0
5198,5/13/2024,573009,Joe Mantiply,1,0,1,1,1,1,0,0
5199,5/13/2024,679885,Justin Martinez,1,0,1,1,2,0,0,0
5200,5/13/2024,673513,Yuki Matsui,1,0,1,1,1,0,0,0
5201,5/13/2024,519008,T.J. McFarland,1,0,1,1,1,0,0,0
5202,5/13/2024,669062,Erik Miller,1,0,1,1,2,0,1,1
5203,5/13/2024,621345,A.J. Minter,1,0,1,1,0,1,0,0
5204,5/13/2024,606160,Rafael Montero,1,0,1,1,1,0,0,0
5205,5/13/2024,656756,Jordan Montgomery,1,1,5.1,7,7,3,3,0
5206,5/13/2024,519043,Matt Moore,1,0,0.1,3,0,1,4,0
5207,5/13/2024,670970,Adri\xc3\xa1n Morej\xc3\xb3n,1,0,3.1,0,3,0,0,0
5208,5/13/2024,662253,Andr\xc3\xa9s Mu\xc3\xb1oz,1,0,1.1,0,3,0,0,0
5209,5/13/2024,677053,Andrew Nardi,1,0,1.1,0,1,0,0,0
5210,5/13/2024,493603,Adam Ottavino,1,0,1.2,0,1,0,0,0
5211,5/13/2024,641941,Emilio Pag\xc3\xa1n,1,0,1,0,3,0,0,0
5212,5/13/2024,606303,Joel Payamps,1,0,1,2,2,1,1,1
5213,5/13/2024,519151,Ryan Pressly,1,0,1,2,1,0,0,0
5214,5/13/2024,640462,A.J. Puk,1,0,0.1,0,0,0,0,0
5215,5/13/2024,607067,Colin Rea,1,1,6,6,5,1,3,1
5216,5/13/2024,656887,Sean Reid-Foley,1,0,1,0,1,1,0,0
5217,5/13/2024,687798,Nick Robertson,1,0,1,0,0,1,0,0
5218,5/13/2024,573124,Taylor Rogers,1,0,1,1,2,1,1,0
5219,5/13/2024,643511,Tyler Rogers,1,0,1,1,1,0,0,0
5220,5/13/2024,605447,Jordan Romano,1,0,2,0,1,1,0,0
5221,5/13/2024,614179,Jos\xc3\xa9 Ruiz,1,0,1,0,1,0,0,0
5222,5/13/2024,650911,Cristopher S\xc3\xa1nchez,1,1,5.2,7,5,3,3,0
5223,5/13/2024,664350,Sixto S\xc3\xa1nchez,1,1,4.2,5,2,2,0,0
5224,5/13/2024,680704,Nick Sandlin,1,0,0.2,0,1,0,0,0
5225,5/13/2024,605463,Tayler Scott,1,0,1,1,3,0,0,0
5226,5/13/2024,608371,Lucas Sims,1,0,0.1,0,0,0,0,0
5227,5/13/2024,663903,Brady Singer,1,1,5,9,6,1,4,1
5228,5/13/2024,667755,Jos\xc3\xa9 Soriano,1,1,5.1,2,6,3,0,0
5229,5/13/2024,642397,Gregory Soto,1,0,0.2,1,1,0,0,0
5230,5/13/2024,687765,Mitch Spence,1,0,0.2,2,1,1,2,1
5231,5/13/2024,592773,Ryne Stanek,1,0,0.2,3,1,0,2,0
5232,5/13/2024,608717,Chris Stratton,1,0,1,2,1,0,2,1
5233,5/13/2024,676702,Hunter Stratton,1,0,1,0,2,1,0,0
5234,5/13/2024,548389,Ross Stripling,1,1,5,4,1,2,2,1
5235,5/13/2024,660761,Jos\xc3\xa9 Suarez,1,0,2,1,2,2,0,0
5236,5/13/2024,608718,Brent Suter,1,0,1,1,0,0,0,0
5237,5/13/2024,657044,Ryan Thompson,1,0,0.2,0,0,0,0,0
5238,5/13/2024,595014,Blake Treinen,1,0,1,1,1,1,0,0
5239,5/13/2024,681190,Randy V\xc3\xa1squez,1,1,3.2,8,0,1,5,0
5240,5/13/2024,681911,Alex Vesia,1,0,0.1,0,1,0,0,0
5241,5/13/2024,600986,Thyago Vieira,1,0,0.1,4,0,0,2,0
5242,5/13/2024,657097,Jacob Webb,1,0,1.1,1,0,0,0,0
5243,5/13/2024,669711,Greg Weissert,1,0,2,3,2,1,1,0
5244,5/13/2024,669713,Hayden Wesneski,1,0,3,3,2,1,2,0
5245,5/13/2024,669952,Mitch White,1,0,1.2,1,1,1,2,1
5246,5/13/2024,669391,Owen White,1,0,1,3,0,1,3,0
5247,5/13/2024,458677,Justin Wilson,1,0,0.2,1,2,0,0,0
5248,5/13/2024,808967,Yoshinobu Yamamoto,1,1,5.2,5,6,2,4,1
5249,5/13/2024,672582,Angel Zerpa,1,0,1,0,2,0,0,0
5250,5/14/2024,650556,Bryan Abreu,1,0,1,1,0,0,0,0
5251,5/14/2024,592094,Jason Adam,1,0,1,0,0,0,0,0
5252,5/14/2024,613534,Austin Adams,1,0,1,0,2,0,0,0
5253,5/14/2024,663531,Logan Allen,1,0,2.2,5,2,0,0,0
5254,5/14/2024,681982,Grant Anderson,1,0,0.2,0,0,1,0,0
5255,5/14/2024,605121,Justin Anderson,1,0,1,0,2,1,0,0
5256,5/14/2024,542888,Shawn Armstrong,1,0,1,0,3,0,0,0
5257,5/14/2024,687014,Nick Avila,1,0,2,5,3,0,4,0
5258,5/14/2024,605130,Scott Barlow,1,0,1,2,2,1,1,0
5259,5/14/2024,606930,Jacob Barnes,1,0,1,0,1,1,0,0
5260,5/14/2024,657514,Brennan Bernardino,1,0,1,0,1,1,0,0
5261,5/14/2024,669854,Ronel Blanco,1,1,3,4,4,1,0,0
5262,5/14/2024,675989,Cody Bolton,1,0,1,0,1,0,0,0
5263,5/14/2024,605154,John Brebbia,1,0,1.1,3,2,1,3,0
5264,5/14/2024,607481,Aaron Bummer,1,0,1,1,1,0,0,0
5265,5/14/2024,676130,Jos\xc3\xa9 Butt\xc3\xb3,1,1,5,1,4,4,2,0
5266,5/14/2024,656302,Dylan Cease,1,1,5.2,5,8,1,3,1
5267,5/14/2024,677944,Slade Cecconi,1,1,5.2,7,3,1,6,1
5268,5/14/2024,650644,Aaron Civale,1,1,5,5,6,0,3,1
5269,5/14/2024,661403,Emmanuel Clase,1,0,1,0,0,1,0,0
5270,5/14/2024,664076,Garrett Cleavinger,1,0,1,1,2,0,0,0
5271,5/14/2024,622503,Nabil Crismatt,1,0,1,3,1,0,1,0
5272,5/14/2024,621016,Jos\xc3\xa9 Cuas,1,0,2,1,1,1,0,0
5273,5/14/2024,660853,Enyel De Los Santos,1,0,1.1,0,3,0,0,0
5274,5/14/2024,672282,Reid Detmers,1,1,5,8,7,2,4,0
5275,5/14/2024,518617,Jake Diekman,1,0,0.2,0,0,3,0,0
5276,5/14/2024,668674,Lucas Erceg,1,0,1,0,2,0,0,0
5277,5/14/2024,664126,Pete Fairbanks,1,0,1,0,2,0,0,0
5278,5/14/2024,571656,Buck Farmer,1,0,1,1,0,0,0,0
5279,5/14/2024,607200,Erick Fedde,1,1,7,3,6,0,0,0
5280,5/14/2024,681676,Ryan Fernandez,1,0,0.1,1,0,0,0,0
5281,5/14/2024,656420,J.P. Feyereisen,1,0,1,0,0,0,0,0
5282,5/14/2024,640448,Kyle Finnegan,1,0,1,2,1,0,0,0
5283,5/14/2024,623167,Chris Flexen,1,1,4.2,7,5,1,3,0
5284,5/14/2024,671345,Jason Foley,1,0,1,0,1,0,0,0
5285,5/14/2024,608334,Carson Fulmer,1,0,2,1,4,0,0,0
5286,5/14/2024,676395,Robert Garcia,1,0,1,0,0,1,0,0
5287,5/14/2024,607237,Amir Garrett,1,0,1,1,2,1,1,1
5288,5/14/2024,669302,Logan Gilbert,1,1,6.2,4,7,3,3,1
5289,5/14/2024,543243,Sonny Gray,1,1,6,8,9,2,5,1
5290,5/14/2024,668881,Hunter Greene,1,1,7,5,5,1,2,0
5291,5/14/2024,623352,Josh Hader,1,0,2,0,3,1,0,0
5292,5/14/2024,641656,Ian Hamilton,1,0,2,1,2,0,0,0
5293,5/14/2024,640451,Hunter Harvey,1,0,1,1,1,0,0,0
5294,5/14/2024,664854,Ryan Helsley,1,0,1,1,2,0,0,0
5295,5/14/2024,642546,Jonathan Hern\xc3\xa1ndez,1,0,2.1,3,2,1,0,0
5296,5/14/2024,657612,Tim Hill,1,0,0.1,0,0,0,0,0
5297,5/14/2024,605280,Clay Holmes,1,0,1,0,0,0,0,0
5298,5/14/2024,663542,Bryan Hudson,1,0,2,0,3,0,0,0
5299,5/14/2024,543351,Jay Jackson,1,0,2,0,1,0,0,0
5300,5/14/2024,445276,Kenley Jansen,1,0,1,1,0,0,0,0
5301,5/14/2024,686826,Bryce Jarvis,1,0,0.2,1,0,0,0,0
5302,5/14/2024,547184,Michael Kelly,1,0,0.1,1,0,0,0,0
5303,5/14/2024,677161,Zack Kelly,1,0,2,0,2,1,0,0
